,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume
602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,2012-05-24,20.56678581237793,20.58928680419922,20.043928146362305,20.190000534057617,17.114654541015625,496230000
603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,2012-05-25,20.163928985595703,20.20892906188965,19.945356369018555,20.081785202026367,17.022924423217773,328507200
604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,2012-05-29,20.38928604125977,20.5,20.18964385986328,20.438213348388672,17.325063705444336,380508800
605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,2012-05-30,20.32857131958008,20.71392822265625,20.23428535461425,20.684642791748047,17.533952713012695,529429600
606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,2012-05-31,20.74071311950684,20.76785659790039,20.40928649902344,20.633214950561523,17.490358352661133,491674400
607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,2012-06-01,20.3271427154541,20.45178604125977,20.01857185363769,20.035356521606445,16.983562469482422,520987600
608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,2012-06-04,20.053571701049805,20.26785659790039,19.58928680419922,20.15321350097656,17.083471298217773,556995600
609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,2012-06-05,20.04535675048828,20.23107147216797,19.94035720825196,20.10107040405273,17.03927993774414,388214400
610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,2012-06-06,20.27750015258789,20.49464225769043,20.196428298950195,20.40928649902344,17.300535202026367,401455600
611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,2012-06-07,20.61750030517578,20.61857032775879,20.375,20.41857147216797,17.308412551879883,379766800
612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,2012-06-08,20.41428565979004,20.73500061035156,20.321428298950195,20.7257137298584,17.56876564025879,347516400
613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,2012-06-11,20.989999771118164,21.01785659790039,20.379642486572266,20.398929595947266,17.29175567626953,591264800
614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,2012-06-12,20.516429901123047,20.59357070922852,20.23928642272949,20.5771427154541,17.44283103942871,435380400
615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,2012-06-13,20.51857185363769,20.65999984741211,20.37071418762207,20.43428611755371,17.321735382080078,293580000
616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,2012-06-14,20.40142822265625,20.48214340209961,20.259286880493164,20.411785125732425,17.302661895751953,345573200
617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,2012-06-15,20.39285659790039,20.52214241027832,20.3410701751709,20.504642486572266,17.381372451782227,335255200
618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,2012-06-18,20.391429901123047,20.996070861816406,20.37035751342773,20.920713424682617,17.73406410217285,440412000
619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,2012-06-19,20.83571434020996,21.071428298950195,20.825000762939453,20.97892951965332,17.783416748046875,361404400
620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,2012-06-20,21.00749969482422,21.04464340209961,20.74285697937012,20.91928672790528,17.73285484313965,358943200
621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,2012-06-21,20.908571243286133,21.007856369018555,20.62285614013672,20.63107109069824,17.488536834716797,326351200
622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,2012-06-22,20.68000030517578,20.792499542236328,20.55071449279785,20.78928565979004,17.622657775878906,284471600
623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,2012-06-25,20.61785697937012,20.707143783569336,20.37035751342773,20.3846435546875,17.279645919799805,304382400
624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,2012-06-26,20.40464210510254,20.51749992370605,20.26178550720215,20.429643630981445,17.317787170410156,276536400
625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,2012-06-27,20.53571319580078,20.597856521606445,20.42571449279785,20.51785659790039,17.39257049560547,202997200
626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,2012-06-28,20.416786193847656,20.5,20.20035743713379,20.323213577270508,17.227582931518555,282836400
627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,2012-06-29,20.64285659790039,20.85714340209961,20.508928298950195,20.85714340209961,17.68018341064453,421500800
